2021.1.15-,展覧会,大大大 chotto crazy 2020 MAX 開催,http://vg.pe.hu/publication/value/
2020.9.27,大切なもの,ちょっとクレイジーな仲間たち の 大切なもの 公開,http://chottocrazy.pe.hu/ccm/
