2021.7.4,Font Book,インターネットで見つけたお気に入りのフォントリスト を 公開,http://creative-community.pe.hu/coding/fontbook/
2021.7.4,Are.na,チャンネル List of somethings を 公開,https://www.are.na/very-gois/list-of-somethings
