2021.11.14,Go Out,音ビル周辺で迷子になるための会員制レンタサイクルを開始,https://creative-community.space/map/membersonly.html
2021.11.11,FREE TIME,これまでに製版したスクリーンを使用して、オリジナルアイテムを製作するスクリーン印刷サービスを開始,https://creative-community.space/publication/screenprint/
2021.10.10,ORG,これまでにした chotto crazy なこと一覧ページをオンライン発表,/weare/
2021.9.27,ORG,所有する機材・使用できるツール一覧ページをオンライン発表,https://creative-community.space/org/
