2021.7.1,Menu.html,book-coffee-print-work.shop と CSSWARP を使って プログラム一覧 作成,/2021/menu.html
2021.7.1,Tone.js,2021 の BGM 作成,/2021/online/tone/2021.html
2021.7.1,Matter.js,大 chotto crazy の ロゴ 作成,/2021/online/matter/
2021.7.1,Are.na,チャンネル HTML graffiti を 開設,https://www.are.na/very-gois/html-graffiti
